Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1989","1989","1000 tonnes","281905","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1990","1990","1000 tonnes","310053","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1991","1991","1000 tonnes","277586","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1992","1992","1000 tonnes","350283","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1993","1993","1000 tonnes","256668","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1994","1994","1000 tonnes","352915","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1995","1995","1000 tonnes","274973","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1996","1996","1000 tonnes","333192","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1997","1997","1000 tonnes","333813","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1998","1998","1000 tonnes","346662","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","1999","1999","1000 tonnes","332441","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2000","2000","1000 tonnes","339745","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2001","2001","1000 tonnes","321732","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2002","2002","1000 tonnes","293943","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2003","2003","1000 tonnes","345222","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2004","2004","1000 tonnes","385516","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2005","2005","1000 tonnes","363074","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2006","2006","1000 tonnes","335394","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2007","2007","1000 tonnes","412129","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2008","2008","1000 tonnes","400464","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2009","2009","1000 tonnes","416060","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2010","2010","1000 tonnes","397998","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2011","2011","1000 tonnes","384062","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2012","2012","1000 tonnes","353919","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5511","Production","2905","Cereals - Excluding Beer","2013","2013","1000 tonnes","433686","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1961","1961","1000 tonnes","858","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1962","1962","1000 tonnes","462","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1963","1963","1000 tonnes","482","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1964","1964","1000 tonnes","602","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1965","1965","1000 tonnes","364","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1966","1966","1000 tonnes","345","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1967","1967","1000 tonnes","344","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1968","1968","1000 tonnes","355","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1969","1969","1000 tonnes","422","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1970","1970","1000 tonnes","548","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1971","1971","1000 tonnes","449","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1972","1972","1000 tonnes","602","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1973","1973","1000 tonnes","392","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1974","1974","1000 tonnes","602","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1975","1975","1000 tonnes","578","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1976","1976","1000 tonnes","446","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1977","1977","1000 tonnes","503","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1978","1978","1000 tonnes","389","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1979","1979","1000 tonnes","457","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1980","1980","1000 tonnes","462","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1981","1981","1000 tonnes","443","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1982","1982","1000 tonnes","677","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1983","1983","1000 tonnes","876","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1984","1984","1000 tonnes","1131","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1985","1985","1000 tonnes","1416","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1986","1986","1000 tonnes","1657","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1987","1987","1000 tonnes","1751","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1988","1988","1000 tonnes","2246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1989","1989","1000 tonnes","2848","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1990","1990","1000 tonnes","2801","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1991","1991","1000 tonnes","3468","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1992","1992","1000 tonnes","4421","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1993","1993","1000 tonnes","5502","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1994","1994","1000 tonnes","8414","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1995","1995","1000 tonnes","6137","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1996","1996","1000 tonnes","5588","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1997","1997","1000 tonnes","7262","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1998","1998","1000 tonnes","6745","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","1999","1999","1000 tonnes","7111","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2000","2000","1000 tonnes","6768","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2001","2001","1000 tonnes","7610","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2002","2002","1000 tonnes","7172","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2003","2003","1000 tonnes","6447","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2004","2004","1000 tonnes","6711","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2005","2005","1000 tonnes","6786","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2006","2006","1000 tonnes","8022","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2007","2007","1000 tonnes","9089","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2008","2008","1000 tonnes","10059","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2009","2009","1000 tonnes","8965","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2010","2010","1000 tonnes","8759","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2011","2011","1000 tonnes","8732","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2012","2012","1000 tonnes","10902","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5611","Import Quantity","2905","Cereals - Excluding Beer","2013","2013","1000 tonnes","13477","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1961","1961","1000 tonnes","10094","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1962","1962","1000 tonnes","11701","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1963","1963","1000 tonnes","305","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1964","1964","1000 tonnes","16132","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1965","1965","1000 tonnes","10502","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1966","1966","1000 tonnes","17366","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1967","1967","1000 tonnes","-16281","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1968","1968","1000 tonnes","-3503","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1969","1969","1000 tonnes","-5031","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1970","1970","1000 tonnes","18369","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1971","1971","1000 tonnes","-25080","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1972","1972","1000 tonnes","6490","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1973","1973","1000 tonnes","23430","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1974","1974","1000 tonnes","2743","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1975","1975","1000 tonnes","-19093","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1976","1976","1000 tonnes","-22027","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1977","1977","1000 tonnes","-26934","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1978","1978","1000 tonnes","-1535","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1979","1979","1000 tonnes","-12801","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1980","1980","1000 tonnes","15672","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1981","1981","1000 tonnes","-36337","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1982","1982","1000 tonnes","-35697","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1983","1983","1000 tonnes","73324","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1984","1984","1000 tonnes","-12897","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1985","1985","1000 tonnes","-65479","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1986","1986","1000 tonnes","-37858","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1987","1987","1000 tonnes","20268","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1988","1988","1000 tonnes","80132","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1989","1989","1000 tonnes","26010","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1990","1990","1000 tonnes","-1989","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1991","1991","1000 tonnes","24810","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1992","1992","1000 tonnes","-31731","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1993","1993","1000 tonnes","48026","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1994","1994","1000 tonnes","-37013","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1995","1995","1000 tonnes","40846","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1996","1996","1000 tonnes","-2001","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1997","1997","1000 tonnes","-18273","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1998","1998","1000 tonnes","-27895","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","1999","1999","1000 tonnes","3163","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","2000","2000","1000 tonnes","-3106","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","2001","2001","1000 tonnes","9245","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","2002","2002","1000 tonnes","31529","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","2003","2003","1000 tonnes","-7700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","2004","2004","1000 tonnes","-24216","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","2005","2005","1000 tonnes","-3482","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","2006","2006","1000 tonnes","28150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","231","United States of America","5072","Stock Variation","2905","Cereals - Excluding Beer","2007","2007","1000 tonnes","-9526","A","Aggregate, may include official, semi-official, estimated or calculated data"
